record_id,Name,Slug,Description,Full hierarchy,Icon,Image,parent_id_for_import,listing_type_corrected
13199,Corporate Event Planner,corporate-event-planner,,Event Planning & Management > Corporate Event Planner,,,13078,Businesses & Services
1569,Event Management Company,event-management-company,,Event Planning & Management > Event Management Company,,https://visita.co.za/wp-content/uploads/2024/07/Event-management-company.jpg?wpId=181189,13078,Businesses & Services
454,Event Planner,event-planner,,Event Planning & Management > Event Planner,,https://visita.co.za/wp-content/uploads/2024/07/Event-planner.jpg?wpId=181190,13078,Businesses & Services
3257,Meeting Planning Service,meeting-planning-service,,Event Planning & Management > Meeting Planning Service,,,13078,Businesses & Services
2062,Party Planner,party-planner,,Event Planning & Management > Party Planner,,,13078,Businesses & Services
2551,Wedding Planner,wedding-planner,,Event Planning & Management > Wedding Planner,,,13078,Businesses & Services
2050,Event Ticket Seller,event-ticket-seller,,Event Ticket Seller,,https://visita.co.za/wp-content/uploads/2024/07/Event-ticket-seller.jpg?wpId=181191,0,Businesses & Services
17914,Event venue,event-venue-2,,Event venue,,,0,Businesses & Services
13127,Eye Care,eye-care,,Eye Care,,,0,Businesses & Services
998,Eye Care Center,eye-care-center,,Eye Care > Eye Care Center,,https://visita.co.za/wp-content/uploads/2023/05/6f2mpewg2ra.jpg?wpId=53110,13127,Businesses & Services
1005,Optical Products Manufacturer,optical-products-manufacturer,,Eye Care > Optical Products Manufacturer,,,13127,Businesses & Services
7312,Fabrication Engineer,fabrication-engineer,,Fabrication Engineer,,,0,Businesses & Services
13613,Family & Children's Activities,family-childrens-activities,,Family & Children's Activities,,,0,Businesses & Services
13974,Children's Camp,childrens-camp-family-childrens-activities,,Family & Children's Activities > Children's Camp,,,13613,Businesses & Services
13975,Children's Party Service,childrens-party-service-family-childrens-activities,,Family & Children's Activities > Children's Party Service,,,13613,Businesses & Services
13615,Educational Recreation,educational-recreation,,Family & Children's Activities > Educational Recreation,,,13613,Businesses & Services
13632,Aquarium,aquarium,,Family & Children's Activities > Educational Recreation > Aquarium,,,13615,Businesses & Services
13633,Planetarium,planetarium,,Family & Children's Activities > Educational Recreation > Planetarium,,,13615,Businesses & Services
13631,Science Center,science-center,,Family & Children's Activities > Educational Recreation > Science Center,,,13615,Businesses & Services
13614,Family Entertainment Centers,family-entertainment-centers,,Family & Children's Activities > Family Entertainment Centers,,,13613,Businesses & Services
13629,Indoor Playground,indoor-playground,,Family & Children's Activities > Family Entertainment Centers > Indoor Playground,,,13614,Businesses & Services
13628,Miniature Golf Course,miniature-golf-course,,Family & Children's Activities > Family Entertainment Centers > Miniature Golf Course,,,13614,Businesses & Services
13569,Zoo,zoo,,Family & Children's Activities > Zoo,,,13613,Businesses & Services
13066,Farms & Ranches,farms-ranches,,Farms & Ranches,,,0,Businesses & Services
5138,Dairy Farm,dairy-farm,,Farms & Ranches > Dairy Farm,,,13066,Businesses & Services
614,Farm,farm,,Farms & Ranches > Farm,,https://visita.co.za/wp-content/uploads/2024/06/Farm.jpg?wpId=180987,13066,Businesses & Services
6950,Farm Equipment Repair Service,farm-equipment-repair-service,,Farms & Ranches > Farm Equipment Repair Service,,,13066,Businesses & Services
6796,Livestock Dealer,livestock-dealer,,Farms & Ranches > Livestock Dealer,,,13066,Businesses & Services
5121,Organic Farm,organic-farm,,Farms & Ranches > Organic Farm,,https://visita.co.za/wp-content/uploads/2024/07/Organic-farm.jpg?wpId=181314,13066,Businesses & Services
7542,Pig Farm,pig-farm,,Farms & Ranches > Pig Farm,,,13066,Businesses & Services
6268,Poultry Farm,poultry-farm,,Farms & Ranches > Poultry Farm,,https://visita.co.za/wp-content/uploads/2024/07/Poultry-farm.jpg?wpId=181353,13066,Businesses & Services
17089,Fashion accessories store,fashion-accessories-store-2,,Fashion accessories store,,,0,Businesses & Services
18047,Fashion designer,fashion-designer,,Fashion designer,,,0,Businesses & Services
17263,Fast food restaurant,fast-food-restaurant-2,,Fast food restaurant,,,0,Businesses & Services
6957,Fax Service,fax-service,,Fax Service,,,0,Businesses & Services
18098,Federal government office,federal-government-office-2,,Federal government office,,,0,Businesses & Services
17892,Feed manufacturer,feed-manufacturer-2,,Feed manufacturer,,,0,Businesses & Services
2001,Fence Supply Store,fence-supply-store,,Fence Supply Store,,https://visita.co.za/wp-content/uploads/2024/07/Fence-supply-store.jpg?wpId=181198,0,Businesses & Services
18178,Fertilizer supplier,fertilizer-supplier-2,,Fertilizer supplier,,,0,Businesses & Services
17905,Festival hall,festival-hall,,Festival hall,,,0,Businesses & Services
5751,Fiberglass Repair Service,fiberglass-repair-service,,Fiberglass Repair Service,,,0,Businesses & Services
2155,Figurine Shop,figurine-shop,,Figurine Shop,,,0,Businesses & Services
13054,Financial Services,financial-services,,Financial Services,,,0,Businesses & Services
6120,Bookkeeping Service,bookkeeping-service,,Financial Services > Bookkeeping Service,,,13054,Businesses & Services
236,Car Finance and Loan Company,car-finance-and-loan-company,,Financial Services > Car Finance and Loan Company,,,13054,Businesses & Services
6123,Certified Public Accountant,certified-public-accountant,,Financial Services > Certified Public Accountant,,,13054,Businesses & Services
6115,Chartered Accountant,chartered-accountant,,Financial Services > Chartered Accountant,,,13054,Businesses & Services
5099,Credit Counseling Service,credit-counseling-service,,Financial Services > Credit Counseling Service,,,13054,Businesses & Services
6744,Credit Reporting Agency,credit-reporting-agency,,Financial Services > Credit Reporting Agency,,https://visita.co.za/wp-content/uploads/2024/07/Credit-reporting-agency.jpg?wpId=181159,13054,Businesses & Services
771,Currency Exchange Service,currency-exchange-service,,Financial Services > Currency Exchange Service,,,13054,Businesses & Services
3207,Debt Collecting,debt-collecting,,Financial Services > Debt Collecting,,,13054,Businesses & Services
6509,Finance Broker,finance-broker,,Financial Services > Finance Broker,,,13054,Businesses & Services
5841,Financial Consultant,financial-consultant,,Financial Services > Financial Consultant,,https://visita.co.za/wp-content/uploads/2024/07/Financial-consultant.jpg?wpId=181199,13054,Businesses & Services
286,Financial Institution,financial-institution,,Financial Services > Financial Institution,,https://visita.co.za/wp-content/uploads/2024/06/Financial-institution.jpg?wpId=180988,13054,Businesses & Services
6322,Financial Planner,financial-planner,,Financial Services > Financial Planner,,https://visita.co.za/wp-content/uploads/2024/06/Financial-planner.jpg?wpId=180989,13054,Businesses & Services
2534,Gold Dealer,gold-dealer,,Financial Services > Gold Dealer,,https://visita.co.za/wp-content/uploads/2023/06/Gold-Dealer.png?wpId=56999,13054,Businesses & Services
3212,Insolvency Service,insolvency-service,,Financial Services > Insolvency Service,,,13054,Businesses & Services
6497,Insurance Agency,insurance-agency,,Financial Services > Insurance Agency,,https://visita.co.za/wp-content/uploads/2024/07/Insurance-agency.jpg?wpId=181250,13054,Businesses & Services
4905,Health Insurance Agency,health-insurance-agency,,Financial Services > Insurance Agency > Health Insurance Agency,,,6497,Businesses & Services
7733,Income Protection Insurance Agency,income-protection-insurance-agency,,Financial Services > Insurance Agency > Income Protection Insurance Agency,,,6497,Businesses & Services
5652,Life Insurance Agency,life-insurance-agency,,Financial Services > Insurance Agency > Life Insurance Agency,,https://visita.co.za/wp-content/uploads/2024/07/Life-insurance-agency.jpg?wpId=181275,6497,Businesses & Services
6173,Insurance Broker,insurance-broker,,Financial Services > Insurance Broker,,https://visita.co.za/wp-content/uploads/2024/07/Insurance-broker.jpg?wpId=181251,13054,Businesses & Services
3199,Insurance Company,insurance-company,,Financial Services > Insurance Company,,https://visita.co.za/wp-content/uploads/2024/07/Insurance-company.jpg?wpId=181252,13054,Businesses & Services
5512,Investment Bank,investment-bank,,Financial Services > Investment Bank,,https://visita.co.za/wp-content/uploads/2024/07/Investment-bank.jpg?wpId=181257,13054,Businesses & Services
5056,Investment Company,investment-company,,Financial Services > Investment Company,,,13054,Businesses & Services
6502,Investment Service,investment-service,,Financial Services > Investment Service,,https://visita.co.za/wp-content/uploads/2024/07/Investment-service.jpg?wpId=181258,13054,Businesses & Services
6117,Payroll Service,payroll-service,,Financial Services > Payroll Service,,,13054,Businesses & Services
6118,Tax Consultant,tax-consultant,,Financial Services > Tax Consultant,,,13054,Businesses & Services
6121,Tax Preparation Service,tax-preparation-service,,Financial Services > Tax Preparation Service,,,13054,Businesses & Services
14873,Vault Storage Services,vault-storage-services,,Financial Services > Vault Storage Services,https://visita.co.za/wp-content/uploads/2024/12/vault-svgrepo-com.svg?wpId=187529,,13054,Businesses & Services
17784,Fire station,fire-station-2,,Fire station,,,0,Businesses & Services
17932,Fitness center,fitness-center-2,,Fitness center,,,0,Businesses & Services
13147,Fitness Centers & Gyms,fitness-centers-gyms,,Fitness Centers & Gyms,,,0,Businesses & Services
1038,Boot Camp,boot-camp,,Fitness Centers & Gyms > Boot Camp,,,13147,Businesses & Services
1028,Fitness Center,fitness-center,,Fitness Centers & Gyms > Fitness Center,https://visita.co.za/wp-content/uploads/2025/04/fitness-svgrepo-com1.svg?wpId=215586,https://visita.co.za/wp-content/uploads/2023/05/nbpum86jo8y.jpg?wpId=52962,13147,Businesses & Services
13151,Fitness Instructors,fitness-instructors,,Fitness Centers & Gyms > Fitness Instructors,,,13147,Businesses & Services
6046,Golf Instructor,golf-instructor,,Fitness Centers & Gyms > Fitness Instructors > Golf Instructor,,,13151,Businesses & Services
1035,Personal Trainer,personal-trainer,,Fitness Centers & Gyms > Fitness Instructors > Personal Trainer,,https://visita.co.za/wp-content/uploads/2024/07/Personal-trainer.jpg?wpId=181329,13151,Businesses & Services
13156,Pilates Instructor,pilates-instructor,,Fitness Centers & Gyms > Fitness Instructors > Pilates Instructor,,,13151,Businesses & Services
6048,Tennis Instructor,tennis-instructor,,Fitness Centers & Gyms > Fitness Instructors > Tennis Instructor,,,13151,Businesses & Services
6058,Women's Personal Trainer,womens-personal-trainer,,Fitness Centers & Gyms > Fitness Instructors > Women's Personal Trainer,,,13151,Businesses & Services
6052,Yoga Instructor,yoga-instructor,,Fitness Centers & Gyms > Fitness Instructors > Yoga Instructor,,,13151,Businesses & Services
111,Gym,gym,,Fitness Centers & Gyms > Gym,https://visita.co.za/wp-content/uploads/2025/04/fitness-treadmill-svgrepo-com.svg?wpId=215587,https://visita.co.za/wp-content/uploads/2023/05/mscgmhuirdo.jpg?wpId=52939,13147,Businesses & Services
1036,Gymnastics Center,gymnastics-center,,Fitness Centers & Gyms > Gymnastics Center,,,13147,Businesses & Services
1039,Physical Fitness Program,physical-fitness-program,,Fitness Centers & Gyms > Physical Fitness Program,,https://visita.co.za/wp-content/uploads/2024/07/Physical-fitness-program.jpg?wpId=181335,13147,Businesses & Services
1040,Pilates Studio,pilates-studio,,Fitness Centers & Gyms > Pilates Studio,,https://visita.co.za/wp-content/uploads/2024/07/Pilates-studio.jpg?wpId=181337,13147,Businesses & Services
1041,Weightlifting Area,weightlifting-area,,Fitness Centers & Gyms > Weightlifting Area,,,13147,Businesses & Services
740,Yoga Studio,yoga-studio,,Fitness Centers & Gyms > Yoga Studio,,https://visita.co.za/wp-content/uploads/2024/07/Yoga-studio.jpg?wpId=181464,13147,Businesses & Services
2069,Flea Market,flea-market,,Flea Market,,https://visita.co.za/wp-content/uploads/2024/07/Flea-market.jpg?wpId=181202,0,Businesses & Services
5786,Floor Sanding and Polishing Service,floor-sanding-and-polishing-service,,Floor Sanding and Polishing Service,,,0,Businesses & Services
13243,Food & Drink Stores,food-drink-stores,,Food & Drink Stores,,,0,Businesses & Services
5137,Bubble Tea Store,bubble-tea-store,,Food & Drink Stores > Bubble Tea Store,,,13243,Businesses & Services
312,Candy Store,candy-store,,Food & Drink Stores > Candy Store,,https://visita.co.za/wp-content/uploads/2024/07/Candy-store.jpg?wpId=181119,13243,Businesses & Services
341,Coffee Store,coffee-store,,Food & Drink Stores > Coffee Store,,https://visita.co.za/wp-content/uploads/2023/06/b26bcdcf-blog_coffee-shop-equipment-list_1200x6281.jpg?wpId=56931,13243,Businesses & Services
510,Confectionery,confectionery,,Food & Drink Stores > Confectionery,,,13243,Businesses & Services
323,Cookie Shop,cookie-shop,,Food & Drink Stores > Cookie Shop,,,13243,Businesses & Services
2099,Dessert Shop,dessert-shop,,Food & Drink Stores > Dessert Shop,,,13243,Businesses & Services
357,Fish Store,fish-store,,Food & Drink Stores > Fish Store,,https://visita.co.za/wp-content/uploads/2024/07/Fish-store.jpg?wpId=181200,13243,Businesses & Services
5153,Food Store,food-store,,Food & Drink Stores > Food Store,,,13243,Businesses & Services
2066,Frozen Food Store,frozen-food-store,,Food & Drink Stores > Frozen Food Store,,https://visita.co.za/wp-content/uploads/2024/07/Frozen-food-store.jpg?wpId=181208,13243,Businesses & Services
327,Fruit And Vegetable Store,fruit-and-vegetable-store,,Food & Drink Stores > Fruit And Vegetable Store,,https://visita.co.za/wp-content/uploads/2023/05/flrvqk_85x8.jpg?wpId=52973,13243,Businesses & Services
1119,Health Food Store,health-food-store,,Food & Drink Stores > Health Food Store,,https://visita.co.za/wp-content/uploads/2024/07/Health-food-store.jpg?wpId=181231,13243,Businesses & Services
4955,Organic Food Store,organic-food-store,,Food & Drink Stores > Organic Food Store,,,13243,Businesses & Services
2935,Food and Beverage Consultant,food-and-beverage-consultant,,Food and Beverage Consultant,,,0,Businesses & Services
18032,Food producer,food-producer,,Food producer,,,0,Businesses & Services
13038,Food Trucks & Street Food,food-trucks-street-food,,Food Trucks & Street Food,,,0,Businesses & Services
13039,Food Truck,food-truck,,Food Trucks & Street Food > Food Truck,,,13038,Businesses & Services
13040,Street Food Vendor,street-food-vendor,,Food Trucks & Street Food > Street Food Vendor,,,13038,Businesses & Services
18163,Football club,football-club-2,,Football club,,,0,Businesses & Services
7669,Foreign Consulate,foreign-consulate,,Foreign Consulate,,https://visita.co.za/wp-content/uploads/2024/07/Foreign-consulate.jpg?wpId=181207,0,Businesses & Services
5744,Forensic Consultant,forensic-consultant,,Forensic Consultant,,,0,Businesses & Services
17960,Free clinic,free-clinic-2,,Free clinic,,,0,Businesses & Services
155,Free Parking Lot,free-parking-lot,,Free Parking Lot,,https://visita.co.za/wp-content/uploads/2023/06/yvfp5yhwgsc.jpg?wpId=56991,0,Businesses & Services
17261,Fresh food market,fresh-food-market-2,,Fresh food market,,,0,Businesses & Services
18138,Friends church,friends-church,,Friends church,,,0,Businesses & Services
18177,Fruit and vegetable processing,fruit-and-vegetable-processing,,Fruit and vegetable processing,,,0,Businesses & Services
17889,Fruit and vegetable store,fruit-and-vegetable-store-2,,Fruit and vegetable store,,,0,Businesses & Services
18090,Full Gospel church,full-gospel-church,,Full Gospel church,,,0,Businesses & Services
829,Function Room Facility,function-room-facility,,Function Room Facility,,https://visita.co.za/wp-content/uploads/2024/07/Function-room-facility.jpg?wpId=181210,0,Businesses & Services
5480,Funeral Home,funeral-home,,Funeral Home,,,0,Businesses & Services
1929,Furniture Accessories,furniture-accessories,,Furniture Accessories,,https://visita.co.za/wp-content/uploads/2024/07/Furniture-accessories.jpg?wpId=181211,0,Businesses & Services
5540,Furniture Maker,furniture-maker,,Furniture Maker,,https://visita.co.za/wp-content/uploads/2024/07/Furniture-maker.jpg?wpId=181212,0,Businesses & Services
5421,Furniture Repair Shop,furniture-repair-shop,,Furniture Repair Shop,,https://visita.co.za/wp-content/uploads/2024/07/Furniture-repair-shop.jpg?wpId=181214,0,Businesses & Services
17249,Furniture store,furniture-store-2,,Furniture store,,,0,Businesses & Services
15143,Gadget Store,gadget-store,,Gadget Store,,,0,Businesses & Services
17947,Garden,garden-2,,Garden,,,0,Businesses & Services
5452,Gas Station,gas-station,,Gas Station,,https://visita.co.za/wp-content/uploads/2024/07/Gas-station.jpg?wpId=181219,0,Businesses & Services
17788,General education school,general-education-school,,General education school,,,0,Businesses & Services
13133,General Medical Services,general-medical-services,,General Medical Services,,,0,Community Spaces
4433,Doctor,doctor,,General Medical Services > Doctor,,https://visita.co.za/wp-content/uploads/2023/05/rlippr1i3e8.jpg?wpId=52949,13133,Businesses & Services
974,Emergency Room,emergency-room,,General Medical Services > Emergency Room,,https://visita.co.za/wp-content/uploads/2024/07/Emergency-room.jpg?wpId=181184,13133,Businesses & Services
965,Family Practice Physician,family-practice-physician,,General Medical Services > Family Practice Physician,,https://visita.co.za/wp-content/uploads/2024/07/Family-practice-physician.jpg?wpId=181194,13133,Businesses & Services
6023,Free Clinic,free-clinic,,General Medical Services > Free Clinic,,,13133,Businesses & Services
968,Medical Clinic,medical-clinic,,General Medical Services > Medical Clinic,https://visita.co.za/wp-content/uploads/2023/05/ffa8yd4oyny.jpg?wpId=52999,https://visita.co.za/wp-content/uploads/2024/06/Medical-clinic.jpg?wpId=181002,13133,Community Spaces
17131,General store,general-store-2,,General store,,,0,Businesses & Services
368,Generator Shop,generator-shop,,Generator Shop,,,0,Businesses & Services
17172,Gift shop,gift-shop-3,,Gift shop,,,0,Businesses & Services
5541,Glass & Mirror Shop,glass-mirror-shop,,Glass & Mirror Shop,,,0,Businesses & Services
2005,Glass Cutting Service,glass-cutting-service,,Glass Cutting Service,https://visita.co.za/wp-content/uploads/2023/05/2341.png?wpId=53100,https://visita.co.za/wp-content/uploads/2023/05/glass-cutting-service1.jpg?wpId=53099,0,Businesses & Services
190,Glass Repair Service,glass-repair-service,,Glass Repair Service,,,0,Businesses & Services
15144,Go-carting,go-carting,,Go-carting,,,0,Businesses & Services
5941,Golf Driving Range,golf-driving-range,,Golf Driving Range,,,0,Businesses & Services
18126,Gospel church,gospel-church,,Gospel church,,,0,Businesses & Services
17267,Gourmet grocery store,gourmet-grocery-store-2,,Gourmet grocery store,,,0,Businesses & Services
1310,Government Hospital,government-hospital,,Government Hospital,,https://visita.co.za/wp-content/uploads/2023/05/46165645-062B-49B4-846C-F86F9D12883A_cx0_cy7_cw0_w1080_h6081.jpg?wpId=53005,0,Community Spaces
1314,Government Office,government-office,,Government Office,,https://visita.co.za/wp-content/uploads/2024/06/Government-office.jpg?wpId=180990,0,Businesses & Services
13105,Government Offices,government-offices,,Government Offices,,,0,Businesses & Services
6913,City Courthouse,city-courthouse,,Government Offices > City Courthouse,,,13105,Businesses & Services
7523,City Government Office,city-government-office,,Government Offices > City Government Office,,https://visita.co.za/wp-content/uploads/2024/07/City-government-office.jpg?wpId=181132,13105,Businesses & Services
5931,City or Town Hall,city-or-town-hall,,Government Offices > City or Town Hall,,https://visita.co.za/wp-content/uploads/2024/07/City-or-town-hall.jpg?wpId=181133,13105,Businesses & Services
7702,County Government Office,county-government-office,,Government Offices > County Government Office,,,13105,Businesses & Services
7691,Courthouse,courthouse,,Government Offices > Courthouse,,https://visita.co.za/wp-content/uploads/2024/07/Courthouse.jpg?wpId=181157,13105,Businesses & Services
7670,Magistrates' Court,magistrates-court,,Government Offices > Courthouse > Magistrates' Court,,https://visita.co.za/wp-content/uploads/2024/07/Magistrates-court.jpg?wpId=181280,7691,Businesses & Services
6825,Department of Education,department-of-education,,Government Offices > Department of Education,,,13105,Businesses & Services
6862,Department Of Motor Vehicles,department-of-motor-vehicles,,Government Offices > Department Of Motor Vehicles,,,13105,Businesses & Services
6826,Department of Public Safety,department-of-public-safety,,Government Offices > Department of Public Safety,,,13105,Businesses & Services
7657,Department of Social Services,department-of-social-services,,Government Offices > Department of Social Services,,,13105,Businesses & Services
6914,Department of Transportation,department-of-transportation,,Government Offices > Department of Transportation,,,13105,Businesses & Services
7671,Embassy,embassy,,Government Offices > Embassy,,https://visita.co.za/wp-content/uploads/2024/07/Embassy.jpg?wpId=181180,13105,Businesses & Services
7662,Federal Government Office,federal-government-office,,Government Offices > Federal Government Office,,,13105,Businesses & Services
7686,Fire Station,fire-station,,Government Offices > Fire Station,,,13105,Businesses & Services
7519,Local Government Office,local-government-office,,Government Offices > Local Government Office,,,13105,Businesses & Services
7649,Municipal Administration Office,municipal-administration-office,,Government Offices > Municipal Administration Office,,,13105,Businesses & Services
7688,Municipal Department Housing and Urban Development,municipal-department-housing-and-urban-development,,Government Offices > Municipal Department Housing and Urban Development,,,13105,Businesses & Services
7673,Police Department,police-department,,Government Offices > Police Department,,https://visita.co.za/wp-content/uploads/2024/07/Police-department.jpg?wpId=181348,13105,Businesses & Services
6991,Post Office,post-office,,Government Offices > Post Office,,https://visita.co.za/wp-content/uploads/2024/07/Post-office.jpg?wpId=181352,13105,Businesses & Services
7651,Provincial Government Office,provincial-government-office,,Government Offices > Provincial Government Office,,,13105,Businesses & Services
7293,Regional Government Office,regional-government-office,,Government Offices > Regional Government Office,,,13105,Businesses & Services
7696,Social Security Office,social-security-office,,Government Offices > Social Security Office,,,13105,Businesses & Services
7697,Tax Department,tax-department,,Government Offices > Tax Department,,,13105,Businesses & Services
4899,Grocery Delivery Service,grocery-delivery-service,,Grocery Delivery Service,,,0,Businesses & Services
17019,Grocery store,grocery-store-2,,Grocery store,,,0,Businesses & Services
17971,Guest house,guest-house-2,,Guest house,,,0,Businesses & Services
13021,Guest Houses & Inns,guest-houses-inns,,Guest Houses & Inns,,,0,Businesses & Services
717,Guest House,guest-house,,Guest Houses & Inns > Guest House,,https://visita.co.za/wp-content/uploads/2023/05/livqocl6h-a.jpg?wpId=52954,13021,Businesses & Services
3255,Inn,inn,,Guest Houses & Inns > Inn,,,13021,Businesses & Services
763,Lodge,lodge,,Guest Houses & Inns > Lodge,,https://visita.co.za/wp-content/uploads/2023/05/qvihg1efvps.jpg?wpId=53030,13021,Businesses & Services
6999,Guitar Instructor,guitar-instructor,,Guitar Instructor,,,0,Businesses & Services
397,Gun Shop,gun-shop,,Gun Shop,,https://visita.co.za/wp-content/uploads/2024/07/Gun-shop.jpg?wpId=181227,0,Businesses & Services
18019,Gym,gym-2,,Gym,,,0,Businesses & Services
13092,Hair Care Services,hair-care-services,,Hair Care Services,,,0,Businesses & Services
13240,Barber Shops,barber-shops,,Hair Care Services > Barber Shops,,,13092,Businesses & Services
13239,Barber Shop,barber-shop,,Hair Care Services > Barber Shops > Barber Shop,,,13240,Businesses & Services
13236,Men's Grooming,mens-grooming,,Hair Care Services > Barber Shops > Men's Grooming,,,13240,Businesses & Services
681,Hair Extension Technician,hair-extension-technician,,Hair Care Services > Hair Extension Technician,,,13092,Businesses & Services
700,Hair Extensions Supplier,hair-extensions-supplier,,Hair Care Services > Hair Extensions Supplier,,,13092,Businesses & Services
711,Hair Removal Service,hair-removal-service,,Hair Care Services > Hair Removal Service,,,13092,Businesses & Services
673,Hairdresser,hairdresser,,Hair Care Services > Hairdresser,,https://visita.co.za/wp-content/uploads/2023/05/zs72l2et1me.jpg?wpId=53113,13092,Businesses & Services
676,Laser Hair Removal Service,laser-hair-removal-service,,Hair Care Services > Laser Hair Removal Service,,https://visita.co.za/wp-content/uploads/2024/07/Laser-hair-removal-service.jpg?wpId=181270,13092,Businesses & Services
679,Waxing Hair Removal Service,waxing-hair-removal-service,,Hair Care Services > Waxing Hair Removal Service,,https://visita.co.za/wp-content/uploads/2024/07/Waxing-hair-removal-service.jpg?wpId=181449,13092,Businesses & Services
7206,Halfway House,halfway-house,,Halfway House,,,0,Businesses & Services
17970,Hamburger restaurant,hamburger-restaurant-2,,Hamburger restaurant,,,0,Businesses & Services
1020,Health,health,,Health,,https://visita.co.za/wp-content/uploads/2024/07/Health.jpg?wpId=181232,0,Businesses & Services
6910,Higher Education,higher-education,,Higher Education,,,0,Businesses & Services
6828,Business School,business-school,,Higher Education > Business School,,https://visita.co.za/wp-content/uploads/2024/07/Business-school.jpg?wpId=181113,6910,Businesses & Services
933,Christian College,christian-college,,Higher Education > Christian College,,,6910,Businesses & Services
622,College,college,,Higher Education > College,,https://visita.co.za/wp-content/uploads/2024/06/College.jpg?wpId=180974,6910,Businesses & Services
6833,Community College,community-college,,Higher Education > Community College,,,6910,Businesses & Services
7592,Culinary School,culinary-school,,Higher Education > Culinary School,,,6910,Businesses & Services
6900,Distance Learning Center,distance-learning-center,,Higher Education > Distance Learning Center,,,6910,Businesses & Services
6904,Engineering School,engineering-school,,Higher Education > Engineering School,,,6910,Businesses & Services
6909,Fashion Design School,fashion-design-school,,Higher Education > Fashion Design School,,,6910,Businesses & Services
6897,Graduate School,graduate-school,,Higher Education > Graduate School,,,6910,Community Spaces
5337,Hospitality And Tourism School,hospitality-and-tourism-school,,Higher Education > Hospitality And Tourism School,,,6910,Businesses & Services
6903,Management School,management-school,,Higher Education > Management School,,,6910,Businesses & Services
7582,Mathematics School,mathematics-school,,Higher Education > Mathematics School,,,6910,Businesses & Services
6705,Medical School,medical-school,,Higher Education > Medical School,,,6910,Businesses & Services
6911,Music School,music-school,,Higher Education > Music School,,,6910,Businesses & Services
625,Private College,private-college,,Higher Education > Private College,,https://visita.co.za/wp-content/uploads/2024/07/Private-college.jpg?wpId=181356,6910,Businesses & Services
6891,Private University,private-university,,Higher Education > Private University,,https://visita.co.za/wp-content/uploads/2024/07/Private-university.jpg?wpId=181357,6910,Businesses & Services
6619,Public University,public-university,,Higher Education > Public University,,,6910,Businesses & Services
6829,Technical School,technical-school,,Higher Education > Technical School,,https://visita.co.za/wp-content/uploads/2024/07/Technical-school.jpg?wpId=181416,6910,Businesses & Services
6902,Trade School,trade-school,,Higher Education > Trade School,,,6910,Community Spaces
643,University,university,,Higher Education > University,,https://visita.co.za/wp-content/uploads/2024/06/University.jpg?wpId=181023,6910,Businesses & Services
6618,University Department,university-department,,Higher Education > University Department,,https://visita.co.za/wp-content/uploads/2024/06/University-department.jpg?wpId=181022,6910,Businesses & Services
6905,Vocational College,vocational-college,,Higher Education > Vocational College,,,6910,Businesses & Services
17845,Hiking area,hiking-area-2,,Hiking area,,,0,Businesses & Services
3172,Holiday Apartment Rental,holiday-apartment-rental,,Holiday Apartment Rental,,https://visita.co.za/wp-content/uploads/2024/07/Holiday-apartment-rental.jpg?wpId=181236,0,Businesses & Services
18135,Holiday home,holiday-home-2,,Holiday home,,,0,Businesses & Services
5293,Holiday Park,holiday-park,,Holiday Park,,,0,Businesses & Services
13022,Holiday Rentals,holiday-rentals,,Holiday Rentals,,,0,Businesses & Services
5276,Farmstay,farmstay,,Holiday Rentals > Farmstay,,https://visita.co.za/wp-content/uploads/2024/07/Farmstay.jpg?wpId=181197,13022,Businesses & Services
1122,Group Accommodation,group-accommodation,,Holiday Rentals > Group Accommodation,,https://visita.co.za/wp-content/uploads/2024/07/Group-accommodation.jpg?wpId=181226,13022,Businesses & Services
3170,Holiday Apartment,holiday-apartment,,Holiday Rentals > Holiday Apartment,,https://visita.co.za/wp-content/uploads/2024/07/Holiday-apartment.jpg?wpId=181237,13022,Businesses & Services
3168,Holiday Home,holiday-home,,Holiday Rentals > Holiday Home,,https://visita.co.za/wp-content/uploads/2024/07/Holiday-home.jpg?wpId=181238,13022,Businesses & Services
718,Self-catering Accommodation,self-catering-accommodation,,Holiday Rentals > Self-catering Accommodation,,https://visita.co.za/wp-content/uploads/2023/05/mp0bgas_d1c.jpg?wpId=52979,13022,Businesses & Services
5342,Vacation Home Rental Agency,vacation-home-rental-agency,,Holiday Rentals > Vacation Home Rental Agency,,,13022,Businesses & Services
3321,Villa,villa,,Holiday Rentals > Villa,,,13022,Businesses & Services
3023,Home And Construction,home-and-construction,,Home And Construction,,,0,Businesses & Services
580,Home Audio Store,home-audio-store,,Home Audio Store,,,0,Businesses & Services
17158,Home goods store,home-goods-store-2,,Home goods store,,,0,Businesses & Services
5815,Home Health Care Service,home-health-care-service,,Home Health Care Service,,https://visita.co.za/wp-content/uploads/2024/07/Home-health-care-service.jpg?wpId=181241,0,Businesses & Services
5713,Home Help Service Agency,home-help-service-agency,,Home Help Service Agency,,,0,Businesses & Services
13100,Home Improvement & Construction,home-improvement-construction,,Home Improvement & Construction,,,0,Businesses & Services
13979,Home Improvement,home-improvement,,Home Improvement & Construction > Home Improvement,,,13100,Businesses & Services
