record_id,Name,Slug,Description,Full hierarchy,Icon,Image,parent_id_for_import,listing_type_corrected
6648,Cabinet Maker,cabinet-maker,,Home Improvement & Construction > Home Improvement > Cabinet Maker,,https://visita.co.za/wp-content/uploads/2024/07/Cabinet-maker.jpg?wpId=181116,13979,Businesses & Services
539,Carpenter,carpenter,,Home Improvement & Construction > Home Improvement > Carpenter,,https://visita.co.za/wp-content/uploads/2024/06/Carpenter.jpg?wpId=180968,13979,Businesses & Services
5374,"Curtains, Blinds & Shutters Supplier",curtain-blinds-shutters-supplier,,"Home Improvement & Construction > Home Improvement > Curtains, Blinds & Shutters Supplier",,,13979,Businesses & Services
5778,Deck Builder,deck-builder,,Home Improvement & Construction > Home Improvement > Deck Builder,,https://visita.co.za/wp-content/uploads/2024/07/Deck-builder.jpg?wpId=181166,13979,Businesses & Services
541,Home Builder,home-builder,,Home Improvement & Construction > Home Improvement > Home Builder,,https://visita.co.za/wp-content/uploads/2024/07/Home-builder.jpg?wpId=181240,13979,Businesses & Services
535,Kitchen Remodeler,kitchen-remodeler,,Home Improvement & Construction > Home Improvement > Kitchen Remodeler,,https://visita.co.za/wp-content/uploads/2024/07/Kitchen-remodeler.jpg?wpId=181266,13979,Businesses & Services
6137,Remodeler,remodeler,,Home Improvement & Construction > Home Improvement > Remodeler,,,13979,Businesses & Services
370,Home Improvement Store,home-improvement-store,,Home Improvement Store,https://visita.co.za/wp-content/uploads/2024/12/home-house-svgrepo-com.svg?wpId=191816,https://visita.co.za/wp-content/uploads/2023/05/yxryfsrdywu-1.jpg?wpId=52980,0,Businesses & Services
13096,Home Maintenance & Repair,home-maintenance-repair,,Home Maintenance & Repair,,,0,Businesses & Services
15914,"Curtains, Blinds & Shutters Installation",curtains-blinds-shutters-installation,,"Home Maintenance & Repair > Curtains, Blinds & Shutters Installation",https://visita.co.za/wp-content/uploads/2025/01/curtains-svgrepo-com.svg?wpId=194610,,13096,Businesses & Services
5454,Dry Cleaner,dry-cleaner,,Home Maintenance & Repair > Dry Cleaner,,https://visita.co.za/wp-content/uploads/2024/07/Dry-cleaner.jpg?wpId=181175,13096,Businesses & Services
540,Electrical Installation Service,electrical-installation-service,,Home Maintenance & Repair > Electrical Installation Service,,https://visita.co.za/wp-content/uploads/2024/06/Electrical-installation-service.jpg?wpId=180983,13096,Businesses & Services
271,Electrician,electrician,,Home Maintenance & Repair > Electrician,,https://visita.co.za/wp-content/uploads/2024/06/Electrician.jpg?wpId=180984,13096,Businesses & Services
6503,Emergency Locksmith Service,emergency-locksmith-service,,Home Maintenance & Repair > Emergency Locksmith Service,,https://visita.co.za/wp-content/uploads/2024/07/Emergency-locksmith-service.jpg?wpId=181183,13096,Businesses & Services
13103,Handyman Services,handyman-services,,Home Maintenance & Repair > Handyman Services,,,13096,Businesses & Services
538,Handyman/handywoman/handyperson,handyman-handywoman-handyperson,,Home Maintenance & Repair > Handyman/handywoman/handyperson,,https://visita.co.za/wp-content/uploads/2024/07/Handyman_Handywoman_Handyperson.jpg?wpId=181229,13096,Businesses & Services
5616,Home Automation Company,home-automation-company,,Home Maintenance & Repair > Home Automation Company,,,13096,Businesses & Services
5768,HVAC Contractors,hvac-contractor,,Home Maintenance & Repair > HVAC Contractors,,,13096,Businesses & Services
15997,Commercial & Industrial HVAC,commercial-industrial-hvac,,Home Maintenance & Repair > HVAC Contractors > Commercial & Industrial HVAC,,,5768,Businesses & Services
15996,HVAC Maintenance & Repair,hvac-maintenance-repair,,Home Maintenance & Repair > HVAC Contractors > HVAC Maintenance & Repair,,,5768,Businesses & Services
15995,HVAC System Installation,hvac-system-installation,,Home Maintenance & Repair > HVAC Contractors > HVAC System Installation,,,5768,Businesses & Services
590,Locksmith,locksmith,,Home Maintenance & Repair > Locksmith,,https://visita.co.za/wp-content/uploads/2024/06/Locksmith.jpg?wpId=180999,13096,Businesses & Services
13104,Plumbing Service,plumbing-service,,Home Maintenance & Repair > Plumbing Service,,,13096,Businesses & Services
5481,Small Appliance Repair Service,small-appliance-repair-service,,Home Maintenance & Repair > Small Appliance Repair Service,,,13096,Businesses & Services
5605,Washer & Dryer Repair Service,washer-dryer-repair-service,,Home Maintenance & Repair > Washer & Dryer Repair Service,,,13096,Businesses & Services
5483,Hookah Store,hookah-store,,Hookah Store,,,0,Businesses & Services
972,Hospital,hospital,,Hospital,,https://visita.co.za/wp-content/uploads/2023/05/mj6c32u_1xa.jpg?wpId=52940,0,Community Spaces
6612,Hospital Department,hospital-department,,Hospital Department,,,0,Community Spaces
18161,Hospitality and tourism school,hospitality-and-tourism-school-2,,Hospitality and tourism school,,,0,Businesses & Services
13023,Hostels,hostels,,Hostels,,,0,Businesses & Services
3165,Hostel,hostel,,Hostels > Hostel,,https://visita.co.za/wp-content/uploads/2024/07/Hostel.jpg?wpId=181244,13023,Businesses & Services
4921,Youth Hostel,youth-hostel,,Hostels > Youth Hostel,,,13023,Businesses & Services
17975,Hotel,hotel-2,,Hotel,,,0,Businesses & Services
13020,Hotels,hotels,,Hotels,,,0,Businesses & Services
4926,Extended Stay Hotel,extended-stay-hotel,,Hotels > Extended Stay Hotel,,,13020,Businesses & Services
142,Hotel,hotel,,Hotels > Hotel,https://visita.co.za/wp-content/uploads/2023/05/yrxr3bspds0.jpg?wpId=52953,https://visita.co.za/wp-content/uploads/2024/06/hotel.jpg?wpId=180993,13020,Businesses & Services
762,Resort Hotel,resort-hotel,,Hotels > Resort Hotel,,https://visita.co.za/wp-content/uploads/2024/07/Resort-hotel.jpg?wpId=181376,13020,Businesses & Services
734,Wellness Hotel,wellness-hotel,,Hotels > Wellness Hotel,,,13020,Businesses & Services
508,Housing Development,housing-development,,Housing Development,,,0,Businesses & Services
18180,Hunting preserve,hunting-preserve,,Hunting preserve,,,0,Businesses & Services
7316,Hydraulic Engineer,hydraulic-engineer,,Hydraulic Engineer,,,0,Businesses & Services
5650,Hydraulic Repair Service,hydraulic-repair-service,,Hydraulic Repair Service,,,0,Businesses & Services
151,Hypermarket,hypermarket,,Hypermarket,,https://visita.co.za/wp-content/uploads/2024/07/Hypermarket.jpg?wpId=181247,0,Businesses & Services
3232,Immigration & Naturalization Service,immigration-naturalization-service,,Immigration & Naturalization Service,,,0,Businesses & Services
1948,Indoor Lodging,indoor-lodging,,Indoor Lodging,,https://visita.co.za/wp-content/uploads/2024/07/Indoor-lodging.jpg?wpId=181249,0,Businesses & Services
13074,Industrial Equipment & Supplies,industrial-equipment-supplies,,Industrial Equipment & Supplies,,,0,Businesses & Services
5597,Bottled Water Supplier,bottled-water-supplier,,Industrial Equipment & Supplies > Bottled Water Supplier,,,13074,Businesses & Services
5791,Building Equipment Hire Service,building-equipment-hire-service,,Industrial Equipment & Supplies > Building Equipment Hire Service,,,13074,Businesses & Services
1661,Building Materials & Supplies,building-materials-and-supplies,,Industrial Equipment & Supplies > Building Materials & Supplies,,https://visita.co.za/wp-content/uploads/2024/07/Building-materials-supplier.jpg?wpId=181106,13074,Businesses & Services
3034,Lumber & Timber,lumber-timber,,Industrial Equipment & Supplies > Building Materials & Supplies > Lumber & Timber,,https://visita.co.za/wp-content/uploads/2024/07/Lumber-store.jpg?wpId=181278,1661,Businesses & Services
6136,Ceiling Supplier,ceiling-supplier,,Industrial Equipment & Supplies > Ceiling Supplier,,,13074,Businesses & Services
2003,Cement Supplier,cement-supplier,,Industrial Equipment & Supplies > Cement Supplier,,https://visita.co.za/wp-content/uploads/2023/05/CEMENT-nigeria1.jpg?wpId=53098,13074,Businesses & Services
515,Cleaning Products Supplier,cleaning-products-supplier,,Industrial Equipment & Supplies > Cleaning Products Supplier,,https://visita.co.za/wp-content/uploads/2024/06/Cleaning-products-supplier.jpg?wpId=180972,13074,Businesses & Services
1672,Clothing Supplier,clothing-supplier,,Industrial Equipment & Supplies > Clothing Supplier,,https://visita.co.za/wp-content/uploads/2024/07/Clothing-supplier.jpg?wpId=181136,13074,Businesses & Services
5128,Coffee Machine Supplier,coffee-machine-supplier,,Industrial Equipment & Supplies > Coffee Machine Supplier,,,13074,Businesses & Services
6222,Commercial Refrigerator Supplier,commercial-refrigerator-supplier,,Industrial Equipment & Supplies > Commercial Refrigerator Supplier,,,13074,Businesses & Services
6481,Concrete Product Supplier,concrete-product-supplier,,Industrial Equipment & Supplies > Concrete Product Supplier,,,13074,Businesses & Services
268,Construction Equipment Supplier,construction-equipment-supplier,,Industrial Equipment & Supplies > Construction Equipment Supplier,,https://visita.co.za/wp-content/uploads/2024/07/Construction-equipment-supplier.jpg?wpId=181150,13074,Businesses & Services
997,Contact Lenses Supplier,contact-lenses-supplier,,Industrial Equipment & Supplies > Contact Lenses Supplier,,https://visita.co.za/wp-content/uploads/2023/05/c6sxszpujss.jpg?wpId=52996,13074,Businesses & Services
6329,Container Supplier,container-supplier,,Industrial Equipment & Supplies > Container Supplier,,,13074,Businesses & Services
5490,Corporate Gift Supplier,corporate-gift-supplier,,Industrial Equipment & Supplies > Corporate Gift Supplier,,https://visita.co.za/wp-content/uploads/2024/07/Corporate-gift-supplier.jpg?wpId=181154,13074,Businesses & Services
217,Diesel Fuel Supplier,diesel-fuel-supplier,,Industrial Equipment & Supplies > Diesel Fuel Supplier,,https://visita.co.za/wp-content/uploads/2024/07/Diesel-fuel-supplier.jpg?wpId=181170,13074,Businesses & Services
2004,Door Supplier,door-supplier,,Industrial Equipment & Supplies > Door Supplier,,https://visita.co.za/wp-content/uploads/2023/05/b_IO-Cherry-wood-door-GAROFOLI-147008-rel186dc601.webp?wpId=53102,13074,Businesses & Services
5792,Drilling Equipment Supplier,drilling-equipment-supplier,,Industrial Equipment & Supplies > Drilling Equipment Supplier,,,13074,Businesses & Services
5755,Dry Ice Supplier,dry-ice-supplier,,Industrial Equipment & Supplies > Dry Ice Supplier,,,13074,Businesses & Services
7335,Egg Supplier,egg-supplier,,Industrial Equipment & Supplies > Egg Supplier,,,13074,Businesses & Services
1660,Electrical Equipment Supplier,electrical-equipment-supplier,,Industrial Equipment & Supplies > Electrical Equipment Supplier,,,13074,Businesses & Services
5487,Electronic Parts Supplier,electronic-parts-supplier,,Industrial Equipment & Supplies > Electronic Parts Supplier,,,13074,Businesses & Services
13173,Engineering Supplies,engineering-supplies,,Industrial Equipment & Supplies > Engineering Supplies,,,13074,Businesses & Services
309,Equipment Supplier,equipment-supplier,,Industrial Equipment & Supplies > Equipment Supplier,,,13074,Businesses & Services
5539,Fastener Supplier,fastener-supplier,,Industrial Equipment & Supplies > Fastener Supplier,,,13074,Businesses & Services
6433,Fertilizer Supplier,fertilizer-supplier,,Industrial Equipment & Supplies > Fertilizer Supplier,,,13074,Businesses & Services
6506,Fiber Optic Products Supplier,fiber-optic-products-supplier,,Industrial Equipment & Supplies > Fiber Optic Products Supplier,,,13074,Businesses & Services
5722,Fiberglass Supplier,fiberglass-supplier,,Industrial Equipment & Supplies > Fiberglass Supplier,,,13074,Businesses & Services
6874,Fire Protection Equipment Supplier,fire-protection-equipment-supplier,,Industrial Equipment & Supplies > Fire Protection Equipment Supplier,,,13074,Businesses & Services
5449,Fitted Furniture Supplier,fitted-furniture-supplier,,Industrial Equipment & Supplies > Fitted Furniture Supplier,,,13074,Businesses & Services
6642,Foam Rubber Supplier,foam-rubber-supplier,,Industrial Equipment & Supplies > Foam Rubber Supplier,,,13074,Businesses & Services
5378,Food Products Supplier,food-products-supplier,,Industrial Equipment & Supplies > Food Products Supplier,,https://visita.co.za/wp-content/uploads/2024/07/Food-products-supplier.jpg?wpId=181206,13074,Businesses & Services
218,Fuel Supplier,fuel-supplier,,Industrial Equipment & Supplies > Fuel Supplier,,https://visita.co.za/wp-content/uploads/2024/07/Fuel-supplier.jpg?wpId=181209,13074,Businesses & Services
6135,Garage Door Supplier,garage-door-supplier,,Industrial Equipment & Supplies > Garage Door Supplier,,,13074,Businesses & Services
5530,Garden Building Supplier,garden-building-supplier,,Industrial Equipment & Supplies > Garden Building Supplier,,,13074,Businesses & Services
417,Gps Supplier,gps-supplier,,Industrial Equipment & Supplies > Gps Supplier,,https://visita.co.za/wp-content/uploads/2024/07/GPS-supplier.jpg?wpId=181225,13074,Businesses & Services
7370,Granite Supplier,granite-supplier,,Industrial Equipment & Supplies > Granite Supplier,,,13074,Businesses & Services
5752,Heating Equipment Supplier,heating-equipment-supplier,,Industrial Equipment & Supplies > Heating Equipment Supplier,,,13074,Businesses & Services
7373,Hose Supplier,hose-supplier,,Industrial Equipment & Supplies > Hose Supplier,,,13074,Businesses & Services
5747,Household Chemicals Supplier,household-chemicals-supplier,,Industrial Equipment & Supplies > Household Chemicals Supplier,,,13074,Businesses & Services
5649,Hydraulic Equipment Supplier,hydraulic-equipment-supplier,,Industrial Equipment & Supplies > Hydraulic Equipment Supplier,,https://visita.co.za/wp-content/uploads/2024/07/Hydraulic-equipment-supplier.jpg?wpId=181246,13074,Businesses & Services
6101,Hydroponics Equipment Supplier,hydroponics-equipment-supplier,,Industrial Equipment & Supplies > Hydroponics Equipment Supplier,,,13074,Businesses & Services
